web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,type,prix,adresse,image_lien -src
"1752807327-1553","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/crocs-homme-4985495","Chaussures Homme","15 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4985495_uploaded_image1_1728502686.jpg"
"1752807330-1554","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4985654","Chaussures Homme","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"
"1752807332-1555","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-4986015","Chaussures Homme","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5406410_uploaded_image1_1751629967.jpg"
"1752807336-1556","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","12 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-4986477","Chaussures Homme","12 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4986477_uploaded_image1_1728552713.jpg"
"1752807339-1557","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","3 500CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4986975","Chaussures Homme","3 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5300459_uploaded_image1_1745752520.jpg"
"1752807341-1558","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-4987482","Chaussures Homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4987482_uploaded_image1_1728589310.jpg"
"1752807345-1559","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4987718","Chaussures Homme","15 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5317599_uploaded_image1_1746704381.jpg"
"1752807347-1560","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-4988257","Chaussures Homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5257283_uploaded_image1_1743345206.jpg"
"1752807350-1561","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","22 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-4988500","Chaussures Homme","22 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"
"1752807352-1562","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","12 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4990852","Chaussures Homme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360036_uploaded_image1_1749037560.jpg"
"1752807355-1563","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-4992131","Chaussures Homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5405139_uploaded_image1_1751566693.jpg"
"1752807358-1564","https://sn.coinafrique.com/categorie/chaussures-homme?page=10","28 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4992133","Chaussures Homme","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5360036_uploaded_image1_1749037560.jpg"
"1752807367-1565","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4992137","Chaussures Homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"
"1752807370-1566","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","6 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-4994331","Chaussures Homme","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5369353_uploaded_image1_1749639708.jpg"
"1752807372-1567","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","10 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4996748","Chaussures Homme","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"
"1752807375-1568","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","45 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-sbeakek-jordan-11-copy-4997538","Chaussures Homme","45 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4997538_uploaded_image1_1729108653.jpg"
"1752807377-1569","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-4997580","Chaussures Homme","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5401340_uploaded_image1_1751401135.jpg"
"1752807380-1570","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5002380","Chaussures Homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg"
"1752807383-1571","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-glide-noctra-5002850","Chaussures Homme","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1752807385-1572","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","35 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5005015","Chaussures Homme","35 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"
"1752807388-1573","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5005021","Chaussures Homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177843_uploaded_image1_1739130312.jpg"
"1752807390-1574","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-campus-5007018","Chaussures Homme","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5007018_uploaded_image1_1729649148.jpg"
"1752807393-1575","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","17 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5010265","Chaussures Homme","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg"
"1752807397-1576","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-5013140","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5406410_uploaded_image1_1751629967.jpg"
"1752807399-1577","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","19 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-cuir-5014599","Chaussures Homme","19 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg"
"1752807402-1578","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5016589","Chaussures Homme","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5355405_uploaded_image1_1748811936.jpg"
"1752807405-1579","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nocta-4976559","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976559_uploaded_image1_1728031882.jpg"
"1752807412-1580","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-gucci-4976579","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976586_uploaded_image1_1728032700.jpg"
"1752807414-1581","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-fw-4976572","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976572_uploaded_image1_1728032284.jpg"
"1752807417-1582","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/disponible-point-40-jusqua-46-4976564","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976564_uploaded_image1_1728032007.jpg"
"1752807422-1583","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-gucci-4976586","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976586_uploaded_image1_1728032700.jpg"
"1752807425-1584","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-louis-vuitton-x-nike-air-force-points-4976602","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976602_uploaded_image1_1728033007.jpg"
"1752807428-1585","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-campus-4976628","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976607_uploaded_image1_1728033224.jpg"
"1752807431-1586","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-adidas-x-korn-campus-oos-4976607","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976607_uploaded_image1_1728033224.jpg"
"1752807434-1587","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-4976618","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5350414_uploaded_image1_1748484037.jpg"
"1752807437-1588","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-jordan-11-retro-cool-grey-4976636","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976636_uploaded_image1_1728033842.jpg"
"1752807441-1589","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","15 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-en-daim-4976650","Chaussures Homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976650_uploaded_image1_1728034138.jpg"
"1752807444-1590","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","27 500CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-9060-4976646","Chaussures Homme","27 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976646_uploaded_image1_1728034007.jpg"
"1752807447-1591","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chausures-nike-air-max-dn-4976673","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976673_uploaded_image1_1728034836.jpg"
"1752807450-1592","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-dior-gd-4976666","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4976666_uploaded_image1_1728034701.jpg"
"1752807452-1593","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-5020636","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177843_uploaded_image1_1739130312.jpg"
"1752807455-1594","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","25 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-samba-5020639","Chaussures Homme","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996578_uploaded_image1_1729077988.jpg"
"1752807458-1595","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-5020644","Chaussures Homme","20 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5118064_uploaded_image1_1735933768.jpg"
"1752807461-1596","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5021636","Chaussures Homme","Prix sur demande","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg"
"1752807463-1597","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","30 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-vibrom-luis-vuitton-5026279","Chaussures Homme","30 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5026279_uploaded_image1_1730726813.jpg"
"1752807467-1598","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5026875","Chaussures Homme","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5348083_uploaded_image1_1748359073.jpg"
"1752807470-1599","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","20 000CFA","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-berluti-5026877","Chaussures Homme","20 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5277302_uploaded_image1_1744380806.jpg"
"1752807473-1600","https://sn.coinafrique.com/categorie/chaussures-homme?page=9","Prix sur demande","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5028319","Chaussures Homme","Prix sur demande","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5358423_uploaded_image1_1748954041.jpg"
